Line, Text, Length, Word, Foot, Half-line
499,"Οὐ",long,4,5,hemi2,
499,"λύμ",long,4,5,hemi2,
499,"ποι",long,4,6,hemi2,
499,"ο·",long,4,6,hemi2,
500,"καί",long,1,1,hemi1,
500,"ῥα",short,2,1,hemi1,
500,"πά",short,3,1,hemi1,
500,"ροιθ’",long,3,2,hemi1,
500,"αὐ",long,4,2,hemi1,
500,"τοῖ",long,4,3,hemi1,
500,"ο",short,4,3,hemi1,
500,"κα",short,5,3,hemi2,
500,"θέ",long,5,4,hemi2,
500,"ζε",short,5,4,hemi2,
500,"το,",short,5,4,hemi2,
500,"καὶ",long,6,5,hemi2,
500,"λά",short,7,5,hemi2,
500,"βε",short,7,5,hemi2,
500,"γού",long,8,6,hemi2,
500,"νων",long,8,6,hemi2,
501,"σκαι",long,1,1,hemi1,
501,"ῇ,",long,1,1,hemi1,
501,"δε",long,2,2,hemi1,
501,"ξι",short,2,2,hemi1,
501,"τε",short,2,2,hemi1,
501,"ρῇ",long,2,3,hemi1,
501,"δ’ἄρ’",short,3,3,hemi1,
501,"ὑπ’",short,4,3,hemi2,
501,"ἀν",long,5,4,hemi2,
501,"θε",short,5,4,hemi2,
501,"ρε",short,5,4,hemi2,
501,"ῶ",long,5,5,hemi2,
501,"νος",short,5,5,hemi2,
501,"ἑ",short,6,5,hemi2,
501,"λοῦ",long,6,6,hemi2,
501,"σα",long,6,6,hemi2,
502,"λισ",long,1,1,hemi1,
502,"σο",short,1,1,hemi1,
502,"μέ",short,1,1,hemi1,
502,"νη",long,1,2,hemi1,
502,"προ",short,2,2,hemi1,
502,"σέ",short,2,2,hemi1,
502,"ει",long,2,3,hemi1,
502,"πε",short,2,3,hemi1,
502,"Δί",short,3,3,hemi2,
502,"α",long,3,4,hemi2,
502,"Κρο",short,4,4,hemi2,
502,"νί",short,4,4,hemi2,
502,"ω",long,4,5,hemi2,
502,"να",short,4,5,hemi2,
502,"ἄ",short,5,5,hemi2,
502,"να",long,5,6,hemi2,
502,"κτα·",long,5,6,hemi2,
503,"Ζεῦ",long,1,1,hemi1,Thetis
503,"πά",short,2,1,hemi1,Thetis
503,"τερ",short,2,1,hemi1,Thetis
503,"εἴ",long,3,2,hemi1,Thetis
503,"πο",short,4,2,hemi1,Thetis
503,"τε",short,4,2,hemi1,Thetis
503,"δή",long,5,3,hemi1,Thetis
503,"σε",short,6,3,hemi1,Thetis
503,"μετ’",short,7,3,hemi2,Thetis
503,"ἀ",long,8,4,hemi2,Thetis
503,"θα",short,8,4,hemi2,Thetis
503,"νά",short,8,4,hemi2,Thetis
503,"τοι",long,8,5,hemi2,Thetis
503,"σιν",short,8,5,hemi2,Thetis
503,"ὄ",short,9,5,hemi2,Thetis
503,"νη",long,9,6,hemi2,Thetis
503,"σα",long,9,6,hemi2,Thetis
504,"ἢ",long,1,1,hemi1,Thetis
504,"ἔ",short,2,1,hemi1,Thetis
504,"πει",short,2,1,hemi1,Thetis
504,"ἢ",long,3,2,hemi1,Thetis
504,"ἔρ",long,4,2,hemi1,Thetis
504,"γῳ,",long,4,3,hemi1,Thetis
504,"τό",short,5,3,hemi2,Thetis
504,"δε",short,5,3,hemi2,Thetis
504,"μοι",long,6,4,hemi2,Thetis
504,"κρή",long,7,4,hemi2,Thetis
504,"η",long,7,5,hemi2,Thetis
504,"νον",short,7,5,hemi2,Thetis
504,"ἐ",short,8,5,hemi2,Thetis
504,"έλ",long,8,6,hemi2,Thetis
504,"δωρ·",long,8,6,hemi2,Thetis
505,"τί",long,1,1,hemi1,Thetis
505,"μη",long,1,1,hemi1,Thetis
505,"σόν",long,1,2,hemi1,Thetis
505,"μοι",long,2,2,hemi1,Thetis
505,"υἱ",long,3,3,hemi1,Thetis
505,"ὸν",short,3,3,hemi1,Thetis
505,"ὃς",short,4,3,hemi2,Thetis
505,"ὠ",long,5,4,hemi2,Thetis
505,"κυ",short,5,4,hemi2,Thetis
505,"μο",short,5,4,hemi2,Thetis
505,"ρώ",long,5,5,hemi2,Thetis
505,"τα",short,5,5,hemi2,Thetis
505,"τος",short,5,5,hemi2,Thetis
505,"ἄλ",long,6,6,hemi2,Thetis
505,"λων",long,6,6,hemi2,Thetis
506,"ἔ",long,1,1,hemi1,Thetis
506,"πλετ’·",short,1,1,hemi1,Thetis
506,"ἀ",short,2,1,hemi1,Thetis
506,"τάρ",long,2,2,hemi1,Thetis
506,"μιν",long,3,2,hemi1,Thetis
506,"νῦν",long,4,3,hemi1,Thetis
506,"γε",short,5,3,hemi1,Thetis
506,"ἄ",short,6,3,hemi2,Thetis
506,"ναξ",long,6,4,hemi2,Thetis
506,"ἀν",long,7,4,hemi2,Thetis
506,"δρῶν",long,7,5,hemi2,Thetis
506,"Ἀ",short,8,5,hemi2,Thetis
506,"γα",short,8,5,hemi2,Thetis
506,"μέμ",long,8,6,hemi2,Thetis
506,"νων",long,8,6,hemi2,Thetis
507,"ἠ",long,1,1,hemi1,Thetis
507,"τί",long,1,1,hemi1,Thetis
507,"μη",long,1,2,hemi1,Thetis
507,"σεν·",short,1,2,hemi1,Thetis
507,"ἑ",short,2,2,hemi1,Thetis
507,"λὼν",long,2,3,hemi1,Thetis
507,"γὰρ",short,3,3,hemi2,Thetis
507,"ἔ",short,4,3,hemi2,Thetis
507,"χει",long,4,4,hemi2,Thetis
507,"γέ",short,5,4,hemi2,Thetis
507,"ρας",short,5,4,hemi2,Thetis
507,"αὐ",long,6,5,hemi2,Thetis
507,"τὸς",short,6,5,hemi2,Thetis
507,"ἀ",short,7,5,hemi2,Thetis
507,"πού",long,7,6,hemi2,Thetis
507,"ρας.",long,7,6,hemi2,Thetis
508,"ἀλ",long,1,1,hemi1,Thetis
508,"λὰ",short,1,1,hemi1,Thetis
508,"σύ",short,2,1,hemi1,Thetis
508,"πέρ",long,3,2,hemi1,Thetis
508,"μιν",long,4,2,hemi1,Thetis
508,"τῖ",long,5,3,hemi1,Thetis
508,"σον",short,5,3,hemi1,Thetis
508,"Ὀ",short,6,3,hemi2,Thetis
508,"λύμ",long,6,4,hemi2,Thetis
508,"πι",short,6,4,hemi2,Thetis
508,"ε",short,6,4,hemi2,Thetis
508,"μη",long,7,5,hemi2,Thetis
508,"τί",short,7,5,hemi2,Thetis
508,"ε",short,7,5,hemi2,Thetis
508,"τα",long,7,6,hemi2,Thetis
508,"Ζεῦ·",long,8,6,hemi2,Thetis
509,"τόφ",long,1,1,hemi1,Thetis
509,"ρα",short,1,1,hemi1,Thetis
509,"δ’ἐ",short,2,1,hemi1,Thetis
509,"πὶ",long,2,2,hemi1,Thetis
509,"Τρώ",long,3,2,hemi1,Thetis
509,"εσ",long,3,3,hemi1,Thetis
509,"σι",short,3,3,hemi1,Thetis
509,"τί",short,4,3,hemi2,Thetis
509,"θει",long,4,4,hemi2,Thetis
509,"κρά",short,5,4,hemi2,Thetis
509,"τος",short,5,4,hemi2,Thetis
509,"ὄφρ’",long,6,5,hemi2,Thetis
509,"ἂν",short,7,5,hemi2,Thetis
509,"Ἀ",short,8,5,hemi2,Thetis
509,"χαι",long,8,6,hemi2,Thetis
509,"οὶ",long,8,6,hemi2,Thetis
510,"υἱ",long,1,1,hemi1,Thetis
510,"ὸν",short,1,1,hemi1,Thetis
510,"ἐ",short,2,1,hemi1,Thetis
510,"μὸν",long,2,2,hemi1,Thetis
510,"τί",long,3,2,hemi1,Thetis
510,"σω",long,3,3,hemi1,Thetis
510,"σιν",short,3,3,hemi1,Thetis
510,"ὀ",short,4,3,hemi2,Thetis
510,"φέλ",long,4,4,hemi2,Thetis
510,"λω",long,4,4,hemi2,Thetis
510,"σίν",long,4,5,hemi2,Thetis
510,"τέ",short,5,5,hemi2,Thetis
510,"ἑ",short,6,5,hemi2,Thetis
510,"τι",long,7,6,hemi2,Thetis
510,"μῇ.",long,7,6,hemi2,Thetis
511,"ὣς",long,1,1,hemi1,
511,"φά",short,2,1,hemi1,
511,"το·",short,2,1,hemi1,
511,"τὴν",long,3,2,hemi1,
511,"δ’οὔ",long,4,2,hemi1,
511,"τι",long,5,3,hemi1,
511,"προ",short,6,3,hemi2,
511,"σέ",short,6,3,hemi2,
511,"φη",long,6,4,hemi2,
511,"νε",short,7,4,hemi2,
511,"φε",short,7,4,hemi2,
511,"λη",long,7,5,hemi2,
511,"γε",short,7,5,hemi2,
511,"ρέ",short,7,5,hemi2,
511,"τα",long,7,6,hemi2,
511,"Ζεύς,",long,8,6,hemi2,
512,"ἀλλ’",long,1,1,hemi1,
512,"ἀ",short,2,1,hemi1,
512,"κέ",short,2,1,hemi1,
512,"ων",long,2,2,hemi1,
512,"δὴν",long,3,2,hemi1,
512,"ἧ",long,4,3,hemi1,
512,"στο·",short,4,3,hemi1,
512,"Θέ",short,5,3,hemi2,
512,"τις",long,5,4,hemi2,
512,"δ’ὡς",long,6,4,hemi2,
512,"ἥ",long,7,5,hemi2,
512,"ψα",short,7,5,hemi2,
512,"το",short,7,5,hemi2,
512,"γού",long,8,6,hemi2,
512,"νων",long,8,6,hemi2,
513,"ὣς",long,1,1,hemi1,
513,"ἔ",short,2,1,hemi1,
513,"χετ’",short,2,1,hemi1,
513,"ἐμ",long,3,2,hemi1,
513,"πε",short,3,2,hemi1,
513,"φυ",short,3,2,hemi1,
513,"υῖ",long,3,3,hemi1,
513,"α,",short,3,3,hemi1,
513,"καὶ",short,4,3,hemi2,
513,"εἴ",long,5,4,hemi2,
513,"ρε",short,5,4,hemi2,
513,"το",short,5,4,hemi2,
513,"δεύ",long,6,5,hemi2,
513,"τε",short,6,5,hemi2,
513,"ρον",short,6,5,hemi2,
513,"αὖ",long,7,6,hemi2,
513,"τις·",long,7,6,hemi2,
514,"νη",long,1,1,hemi1,Thetis
514,"μερ",long,1,1,hemi1,Thetis
514,"τὲς",long,1,2,hemi1,Thetis
514,"μὲν",long,2,2,hemi1,Thetis
514,"δή",long,3,3,hemi1,Thetis
514,"μοι",short,4,3,hemi1,Thetis
514,"ὑ",short,5,3,hemi2,Thetis
514,"πόσ",long,5,4,hemi2,Thetis
514,"χε",short,5,4,hemi2,Thetis
514,"ο",short,5,4,hemi2,Thetis
514,"καὶ",long,6,5,hemi2,Thetis
514,"κα",short,7,5,hemi2,Thetis
514,"τά",short,7,5,hemi2,Thetis
514,"νευ",long,7,6,hemi2,Thetis
514,"σον",long,7,6,hemi2,Thetis
515,"ἢ",long,1,1,hemi1,Thetis
515,"ἀ",short,2,1,hemi1,Thetis
515,"πό",short,2,1,hemi1,Thetis
515,"ειπ’,",long,2,2,hemi1,Thetis
515,"ἐ",short,3,2,hemi1,Thetis
515,"πεὶ",short,3,2,hemi1,Thetis
515,"οὔ",long,4,3,hemi1,Thetis
515,"τοι",short,5,3,hemi1,Thetis
515,"ἔ",short,6,3,hemi2,Thetis
515,"πι",long,6,4,hemi2,Thetis
515,"δέ",short,7,4,hemi2,Thetis
515,"ος,",short,7,4,hemi2,Thetis
515,"ὄφρ’",long,8,5,hemi2,Thetis
515,"ἐ",short,9,5,hemi2,Thetis
515,"ῢ",short,9,5,hemi2,Thetis
515,"εἰ",long,10,6,hemi2,Thetis
515,"δέω",long,10,6,hemi2,Thetis
516,"ὅσ",long,1,1,hemi1,Thetis
516,"σον",short,1,1,hemi1,Thetis
516,"ἐ",short,2,1,hemi1,Thetis
516,"γὼ",long,2,2,hemi1,Thetis
516,"με",short,3,2,hemi1,Thetis
516,"τὰ",short,3,2,hemi1,Thetis
516,"πᾶ",long,4,3,hemi1,Thetis
516,"σιν",short,4,3,hemi1,Thetis
516,"ἀ",short,5,3,hemi2,Thetis
516,"τι",long,5,4,hemi2,Thetis
516,"μο",short,5,4,hemi2,Thetis
516,"τά",short,5,4,hemi2,Thetis
516,"τη",long,5,5,hemi2,Thetis
516,"θε",short,6,5,hemi2,Thetis
516,"ός",short,6,5,hemi2,Thetis
516,"εἰ",long,7,6,hemi2,Thetis
516,"μι.",long,7,6,hemi2,Thetis
517,"τὴν",long,1,1,hemi1,
517,"δὲ",short,2,1,hemi1,
517,"μέγ’",short,3,1,hemi1,
517,"ὀχ",long,4,2,hemi1,
517,"θή",long,4,2,hemi1,
517,"σας",long,4,3,hemi1,
517,"προ",short,5,3,hemi2,
517,"σέ",short,5,3,hemi2,
517,"φη",long,5,4,hemi2,
517,"νε",short,6,4,hemi2,
517,"φε",short,6,4,hemi2,
517,"λη",long,6,5,hemi2,
517,"γε",short,6,5,hemi2,
517,"ρέ",short,6,5,hemi2,
517,"τα",long,6,6,hemi2,
517,"Ζεύς·",long,7,6,hemi2,
518,"’ἦ",long,1,1,hemi1,Zeus
518,"δὴ",long,2,1,hemi1,Zeus
518,"λοί",long,3,2,hemi1,Zeus
518,"γι",short,3,2,hemi1,Zeus
518,"α",short,3,2,hemi1,Zeus
518,"ἔργ’",long,4,3,hemi1,Zeus
518,"ὅ",short,5,3,hemi2,Zeus
518,"τέ",short,6,3,hemi2,Zeus
518,"μ’ἐχ",long,7,4,hemi2,Zeus
518,"θο",short,7,4,hemi2,Zeus
518,"δο",short,7,4,hemi2,Zeus
518,"πῆ",long,7,5,hemi2,Zeus
518,"σαι",short,7,5,hemi2,Zeus
518,"ἐ",short,8,5,hemi2,Zeus
518,"φή",long,8,6,hemi2,Zeus
518,"σεις",long,8,6,hemi2,Zeus
519,"Ἥ",long,1,1,hemi1,Zeus
519,"ρῃ",short,1,1,hemi1,Zeus
519,"ὅτ’",short,2,1,hemi1,Zeus
519,"ἄν",long,3,2,hemi1,Zeus
519,"μ’ἐ",short,4,2,hemi1,Zeus
519,"ρέ",short,4,2,hemi1,Zeus
519,"θῃ",long,4,3,hemi1,Zeus
519,"σιν",short,4,3,hemi1,Zeus
519,"ὀ",short,5,3,hemi2,Zeus
519,"νει",long,5,4,hemi2,Zeus
519,"δεί",long,5,4,hemi2,Zeus
519,"οις",long,5,5,hemi2,Zeus
519,"ἐ",short,6,5,hemi2,Zeus
519,"πέ",short,6,5,hemi2,Zeus
519,"εσ",long,6,6,hemi2,Zeus
519,"σιν·",long,6,6,hemi2,Zeus
520,"ἣ",long,1,1,hemi1,Zeus
520,"δὲ",short,2,1,hemi1,Zeus
520,"καὶ",short,3,1,hemi1,Zeus
520,"αὔ",long,4,2,hemi1,Zeus
520,"τως",long,4,2,hemi1,Zeus
520,"μ’αἰ",long,5,3,hemi1,Zeus
520,"εὶ",short,5,3,hemi1,Zeus
520,"ἐν",short,6,3,hemi2,Zeus
520,"ἀ",long,7,4,hemi2,Zeus
520,"θα",short,7,4,hemi2,Zeus
520,"νά",short,7,4,hemi2,Zeus
520,"τοι",long,7,5,hemi2,Zeus
520,"σι",short,7,5,hemi2,Zeus
520,"θε",short,8,5,hemi2,Zeus
520,"οῖ",long,8,6,hemi2,Zeus
520,"σι",long,8,6,hemi2,Zeus
521,"νει",long,1,1,hemi1,Zeus
521,"κεῖ,",long,1,1,hemi1,Zeus
521,"καί",long,2,2,hemi1,Zeus
521,"τέ",short,3,2,hemi1,Zeus
521,"μέ",short,4,2,hemi1,Zeus
521,"φη",long,5,3,hemi1,Zeus
521,"σι",short,5,3,hemi1,Zeus
521,"μά",short,6,3,hemi2,Zeus
521,"χῃ",long,6,4,hemi2,Zeus
521,"Τρώ",long,7,4,hemi2,Zeus
521,"εσ",long,7,5,hemi2,Zeus
521,"σιν",short,7,5,hemi2,Zeus
521,"ἀ",short,8,5,hemi2,Zeus
521,"ρή",long,8,6,hemi2,Zeus
521,"γειν.",long,8,6,hemi2,Zeus
522,"ἀλ",long,1,1,hemi1,Zeus
522,"λὰ",short,1,1,hemi1,Zeus
522,"σὺ",short,2,1,hemi1,Zeus
522,"μὲν",long,3,2,hemi1,Zeus
522,"νῦν",long,4,2,hemi1,Zeus
522,"αὖ",long,5,3,hemi1,Zeus
522,"τις",short,5,3,hemi1,Zeus
522,"ἀ",short,6,3,hemi2,Zeus
522,"πό",long,6,4,hemi2,Zeus
522,"στι",short,6,4,hemi2,Zeus
522,"χε",short,6,4,hemi2,Zeus
522,"μή",long,7,5,hemi2,Zeus
522,"τι",short,8,5,hemi2,Zeus
522,"νο",short,9,5,hemi2,Zeus
522,"ή",long,9,6,hemi2,Zeus
522,"σῃ",long,9,6,hemi2,Zeus
523,"Ἥ",long,1,1,hemi1,Zeus
523,"ρη·",short,1,1,hemi1,Zeus
523,"ἐ",short,2,1,hemi1,Zeus
523,"μοὶ",long,2,2,hemi1,Zeus
523,"δέ",short,3,2,hemi1,Zeus
523,"κε",short,4,2,hemi1,Zeus
523,"ταῦ",long,5,3,hemi1,Zeus
523,"τα",short,5,3,hemi1,Zeus
523,"με",short,6,3,hemi2,Zeus
523,"λή",long,6,4,hemi2,Zeus
523,"σε",short,6,4,hemi2,Zeus
523,"ται",short,6,4,hemi2,Zeus
523,"ὄφ",long,7,5,hemi2,Zeus
523,"ρα",short,7,5,hemi2,Zeus
523,"τε",short,8,5,hemi2,Zeus
523,"λέσ",long,8,6,hemi2,Zeus
523,"σω·",long,8,6,hemi2,Zeus
524,"εἰ",long,1,1,hemi1,Zeus
524,"δ’ἄ",short,2,1,hemi1,Zeus
524,"γε",short,2,1,hemi1,Zeus
524,"τοι",long,3,2,hemi1,Zeus
524,"κε",short,4,2,hemi1,Zeus
524,"φα",short,4,2,hemi1,Zeus
524,"λῇ",long,4,3,hemi1,Zeus
524,"κα",short,5,3,hemi2,Zeus
524,"τα",short,5,3,hemi2,Zeus
524,"νεύ",long,5,4,hemi2,Zeus
524,"σο",short,5,4,hemi2,Zeus
524,"μαι",short,5,4,hemi2,Zeus
524,"ὄφ",long,6,5,hemi2,Zeus
524,"ρα",short,6,5,hemi2,Zeus
524,"πε",short,7,5,hemi2,Zeus
524,"ποί",long,7,6,hemi2,Zeus
524,"θῃς·",long,7,6,hemi2,Zeus
525,"τοῦ",long,1,1,hemi1,Zeus
525,"το",short,1,1,hemi1,Zeus
525,"γὰρ",short,2,1,hemi1,Zeus
525,"ἐξ",long,3,2,hemi1,Zeus
525,"ἐ",short,4,2,hemi1,Zeus
525,"μέ",short,4,2,hemi1,Zeus
525,"θεν",long,4,3,hemi1,Zeus
525,"γε",short,5,3,hemi1,Zeus
525,"μετ’",short,6,3,hemi2,Zeus
525,"ἀ",long,7,4,hemi2,Zeus
525,"θα",short,7,4,hemi2,Zeus
525,"νά",short,7,4,hemi2,Zeus
525,"τοι",long,7,5,hemi2,Zeus
525,"σι",short,7,5,hemi2,Zeus
525,"μέ",short,8,5,hemi2,Zeus
525,"γι",long,8,6,hemi2,Zeus
525,"στον",long,8,6,hemi2,Zeus
526,"τέκ",long,1,1,hemi1,Zeus
526,"μωρ·",long,1,1,hemi1,Zeus
526,"οὐ",long,2,2,hemi1,Zeus
526,"γὰρ",short,3,2,hemi1,Zeus
526,"ἐ",short,4,2,hemi1,Zeus
526,"μὸν",long,4,3,hemi1,Zeus
526,"πα",short,5,3,hemi2,Zeus
526,"λι",short,5,3,hemi2,Zeus
526,"νά",long,5,4,hemi2,Zeus
526,"γρε",short,5,4,hemi2,Zeus
526,"τον",short,5,4,hemi2,Zeus
526,"οὐδ’",long,6,5,hemi2,Zeus
526,"ἀ",short,7,5,hemi2,Zeus
526,"πα",short,7,5,hemi2,Zeus
526,"τη",long,7,6,hemi2,Zeus
526,"λὸν",long,7,6,hemi2,Zeus
527,"οὐδ’",long,1,1,hemi1,Zeus
527,"ἀ",short,2,1,hemi1,Zeus
527,"τε",short,2,1,hemi1,Zeus
527,"λεύ",long,2,2,hemi1,Zeus
527,"τη",long,2,2,hemi1,Zeus
527,"τον",long,2,3,hemi1,Zeus
527,"ὅ",short,3,3,hemi2,Zeus
527,"τί",short,4,3,hemi2,Zeus
527,"κεν",long,5,4,hemi2,Zeus
527,"κε",short,6,4,hemi2,Zeus
527,"φα",short,6,4,hemi2,Zeus
527,"λῇ",long,6,5,hemi2,Zeus
527,"κα",short,7,5,hemi2,Zeus
527,"τα",short,7,5,hemi2,Zeus
527,"νεύ",long,7,6,hemi2,Zeus
527,"σω.",long,7,6,hemi2,Zeus
528,"ἦ",long,1,1,hemi1,
528,"καὶ",long,2,1,hemi1,
528,"κυ",long,3,2,hemi1,
528,"α",short,3,2,hemi1,
528,"νέ",short,3,2,hemi1,
528,"ῃ",long,3,3,hemi1,
528,"σιν",short,3,3,hemi1,
528,"ἐπ’",short,4,3,hemi2,
528,"ὀφ",long,5,4,hemi2,
528,"ρύ",short,5,4,hemi2,
528,"σι",short,5,4,hemi2,
528,"νεῦ",long,6,5,hemi2,
528,"σε",short,6,5,hemi2,
528,"Κρο",short,7,5,hemi2,
528,"νί",long,7,6,hemi2,
528,"ων·",long,7,6,hemi2,
529,"ἀμ",long,1,1,hemi1,
529,"βρό",short,1,1,hemi1,
529,"σι",short,1,1,hemi1,
529,"αι",long,1,2,hemi1,
529,"δ’ἄ",short,2,2,hemi1,
529,"ρα",short,2,2,hemi1,
529,"χαῖ",long,3,3,hemi1,
529,"ται",short,3,3,hemi1,
529,"ἐ",short,4,3,hemi2,
529,"περ",long,4,4,hemi2,
529,"ρώ",long,4,4,hemi2,
529,"σαν",long,4,5,hemi2,
529,"το",short,4,5,hemi2,
529,"ἄ",short,5,5,hemi2,
529,"να",long,5,6,hemi2,
529,"κτος",long,5,6,hemi2,
530,"κρα",long,1,1,hemi1,
530,"τὸς",short,1,1,hemi1,
530,"ἀπ’",short,2,1,hemi1,
530,"ἀ",long,3,2,hemi1,
530,"θα",short,3,2,hemi1,
530,"νά",short,3,2,hemi1,
530,"τοι",long,3,3,hemi1,
530,"ο·",short,3,3,hemi1,
530,"μέ",short,4,3,hemi2,
530,"γαν",long,4,4,hemi2,
530,"δ’ἐ",short,5,4,hemi2,
530,"λέ",short,5,4,hemi2,
530,"λι",long,5,5,hemi2,
530,"ξεν",short,5,5,hemi2,
530,"Ὄ",short,6,5,hemi2,
530,"λυμ",long,6,6,hemi2,
530,"πον.",long,6,6,hemi2,
531,"τώ",long,1,1,hemi1,
531,"γ’ὣς",long,2,1,hemi1,
531,"βου",long,3,2,hemi1,
531,"λεύ",long,3,2,hemi1,
531,"σαν",long,3,3,hemi1,
531,"τε",short,3,3,hemi1,
531,"δι",short,4,3,hemi2,
531,"έτ",long,4,4,hemi2,
531,"μα",short,4,4,hemi2,
531,"γεν·",short,4,4,hemi2,
531,"ἣ",long,5,5,hemi2,
531,"μὲν",short,6,5,hemi2,
531,"ἔ",short,7,5,hemi2,
531,"πει",long,7,6,hemi2,
531,"τα",long,7,6,hemi2,
532,"εἰς",long,1,1,hemi1,
532,"ἅ",short,2,1,hemi1,
532,"λα",short,2,1,hemi1,
532,"ἆλ",long,3,2,hemi1,
532,"το",short,3,2,hemi1,
532,"βα",short,4,2,hemi1,
532,"θεῖ",long,4,3,hemi1,
532,"αν",short,4,3,hemi1,
532,"ἀπ’",short,5,3,hemi2,
532,"αἰ",long,6,4,hemi2,
532,"γλή",long,6,4,hemi2,
532,"εν",long,6,5,hemi2,
532,"τος",short,6,5,hemi2,
532,"Ὀ",short,7,5,hemi2,
532,"λύμ",long,7,6,hemi2,
532,"που,",long,7,6,hemi2,
533,"Ζεὺς",long,1,1,hemi1,
533,"δὲ",short,2,1,hemi1,
533,"ἑ",short,3,1,hemi1,
533,"ὸν",long,3,2,hemi1,
533,"πρὸς",long,4,2,hemi1,
533,"δῶ",long,5,3,hemi1,
533,"μα·",short,5,3,hemi1,
533,"θε",short,6,3,hemi2,
533,"οὶ",long,6,4,hemi2,
533,"δ’ἅ",short,7,4,hemi2,
533,"μα",short,7,4,hemi2,
533,"πάν",long,8,5,hemi2,
533,"τες",short,8,5,hemi2,
533,"ἀ",short,9,5,hemi2,
533,"νέ",long,9,6,hemi2,
533,"σταν",long,9,6,hemi2,
534,"ἐξ",long,1,1,hemi1,
534,"ἑ",short,2,1,hemi1,
534,"δέ",short,2,1,hemi1,
534,"ων",long,2,2,hemi1,
534,"σφοῦ",long,3,2,hemi1,
534,"πα",long,4,3,hemi1,
534,"τρὸς",short,4,3,hemi1,
534,"ἐ",short,5,3,hemi2,
534,"ναν",long,5,4,hemi2,
534,"τί",short,5,4,hemi2,
534,"ον·",short,5,4,hemi2,
534,"οὐ",long,6,5,hemi2,
534,"δέ",short,6,5,hemi2,
534,"τις",short,7,5,hemi2,
534,"ἔτ",long,8,6,hemi2,
534,"λη",long,8,6,hemi2,
535,"μεῖ",long,1,1,hemi1,
535,"ναι",short,1,1,hemi1,
535,"ἐ",short,2,1,hemi1,
535,"περ",long,2,2,hemi1,
535,"χό",short,2,2,hemi1,
535,"με",short,2,2,hemi1,
535,"νον,",long,2,3,hemi1,
535,"ἀλλ’",long,3,3,hemi2,
535,"ἀν",long,4,4,hemi2,
535,"τί",short,4,4,hemi2,
535,"οι",short,4,4,hemi2,
535,"ἔ",long,5,5,hemi2,
535,"σταν",short,5,5,hemi2,
535,"ἅ",short,6,5,hemi2,
535,"παν",long,6,6,hemi2,
535,"τες.",long,6,6,hemi2,
536,"ὣς",long,1,1,hemi1,
536,"ὃ",short,2,1,hemi1,
536,"μὲν",short,3,1,hemi1,
536,"ἔν",long,4,2,hemi1,
536,"θα",short,4,2,hemi1,
536,"κα",short,5,2,hemi1,
536,"θέ",long,5,3,hemi1,
536,"ζετ’",short,5,3,hemi1,
536,"ἐ",short,6,3,hemi2,
536,"πὶ",long,6,4,hemi2,
536,"θρό",short,7,4,hemi2,
536,"νου·",short,7,4,hemi2,
536,"οὐ",long,8,5,hemi2,
536,"δέ",short,8,5,hemi2,
536,"μιν",short,9,5,hemi2,
536,"Ἥ",long,10,6,hemi2,
536,"ρη",long,10,6,hemi2,
537,"ἠγ",long,1,1,hemi1,
537,"νοί",long,1,1,hemi1,
537,"η",long,1,2,hemi1,
537,"σεν",short,1,2,hemi1,
537,"ἰ",short,2,2,hemi1,
537,"δοῦσ’",long,2,3,hemi1,
537,"ὅ",short,3,3,hemi2,
537,"τι",short,3,3,hemi2,
537,"οἱ",long,4,4,hemi2,
537,"συμφ",long,5,4,hemi2,
537,"ράσ",long,5,5,hemi2,
537,"σα",short,5,5,hemi2,
537,"το",short,5,5,hemi2,
537,"βου",long,6,6,hemi2,
537,"λὰς",long,6,6,hemi2,
538,"ἀρ",long,1,1,hemi1,
538,"γυ",short,1,1,hemi1,
538,"ρό",short,1,1,hemi1,
538,"πε",long,1,2,hemi1,
538,"ζα",short,1,2,hemi1,
538,"Θέ",short,2,2,hemi1,
538,"τις",long,2,3,hemi1,
538,"θυ",short,3,3,hemi2,
538,"γά",short,3,3,hemi2,
538,"τηρ",long,3,4,hemi2,
538,"ἁ",short,4,4,hemi2,
538,"λί",short,4,4,hemi2,
538,"οι",long,4,5,hemi2,
538,"ο",short,4,5,hemi2,
538,"γέ",short,5,5,hemi2,
538,"ρον",long,5,6,hemi2,
538,"τος.",long,5,6,hemi2,
539,"αὐ",long,1,1,hemi1,
539,"τί",short,1,1,hemi1,
539,"κα",short,1,1,hemi1,
539,"κερ",long,2,2,hemi1,
539,"το",short,2,2,hemi1,
539,"μί",short,2,2,hemi1,
539,"οι",long,2,3,hemi1,
539,"σι",short,2,3,hemi1,
539,"Δί",short,3,3,hemi2,
539,"α",long,3,4,hemi2,
539,"Κρο",short,4,4,hemi2,
539,"νί",short,4,4,hemi2,
539,"ω",long,4,5,hemi2,
539,"να",short,4,5,hemi2,
539,"προ",short,5,5,hemi2,
539,"σηύ",long,5,6,hemi2,
539,"δα·",long,5,6,hemi2,
540,"τίς",long,1,1,hemi1,Hera
540,"δ’αὖ",long,2,1,hemi1,Hera
540,"τοι",long,3,2,hemi1,Hera
540,"δο",short,4,2,hemi1,Hera
540,"λο",short,4,2,hemi1,Hera
540,"μῆ",long,4,3,hemi1,Hera
540,"τα",short,4,3,hemi1,Hera
